sale_id,sale_date,product_id,region_id,units_sold,sales_amount,promotion_id
3173,2025-08-05,P005,R03,243,194.4,
3174,2025-08-05,P005,R04,295,236.0,
3175,2025-08-05,P005,R05,254,203.2,
3176,2025-08-05,P006,R01,112,134.4,
3177,2025-08-05,P006,R02,141,169.2,
3178,2025-08-05,P006,R03,137,164.4,
3179,2025-08-05,P006,R04,134,160.8,
3180,2025-08-05,P006,R05,142,170.4,
3181,2025-08-05,P007,R01,56,252.0,
3182,2025-08-05,P007,R02,49,220.5,
3183,2025-08-05,P007,R03,47,211.5,
3184,2025-08-05,P007,R04,56,252.0,
3185,2025-08-05,P007,R05,63,283.5,
3186,2025-08-05,P008,R01,50,140.0,
3187,2025-08-05,P008,R02,38,106.4,
3188,2025-08-05,P008,R03,55,154.0,
3189,2025-08-05,P008,R04,51,142.8,
3190,2025-08-05,P008,R05,43,120.4,
3191,2025-08-05,P009,R01,41,118.9,
3192,2025-08-05,P009,R02,40,116.0,
3193,2025-08-05,P009,R03,35,101.5,
3194,2025-08-05,P009,R04,36,104.4,
3195,2025-08-05,P009,R05,44,127.6,
3196,2025-08-05,P010,R01,27,86.4,
3197,2025-08-05,P010,R02,27,86.4,
3198,2025-08-05,P010,R03,32,102.4,
3199,2025-08-05,P010,R04,33,105.6,
3200,2025-08-05,P010,R05,33,105.6,
3201,2025-08-05,P011,R01,39,78.0,
3202,2025-08-05,P011,R02,40,80.0,
3203,2025-08-05,P011,R03,34,68.0,
3204,2025-08-05,P011,R04,35,70.0,
3205,2025-08-05,P011,R05,32,64.0,
3206,2025-08-05,P012,R01,52,130.0,
3207,2025-08-05,P012,R02,58,145.0,
3208,2025-08-05,P012,R03,57,142.5,
3209,2025-08-05,P012,R04,68,170.0,
3210,2025-08-05,P012,R05,53,132.5,
3211,2025-08-05,P013,R01,50,130.0,
3212,2025-08-05,P013,R02,42,109.2,
3213,2025-08-05,P013,R03,49,127.4,
3214,2025-08-05,P013,R04,53,137.8,
3215,2025-08-05,P013,R05,47,122.2,
3216,2025-08-05,P014,R01,37,129.5,
3217,2025-08-05,P014,R02,33,115.5,
3218,2025-08-05,P014,R03,36,126.0,
3219,2025-08-05,P014,R04,36,126.0,
3220,2025-08-05,P014,R05,34,119.0,
3221,2025-08-05,P015,R01,74,133.2,
3222,2025-08-05,P015,R02,83,149.4,
3223,2025-08-05,P015,R03,66,118.8,
3224,2025-08-05,P015,R04,58,104.4,
3225,2025-08-05,P015,R05,70,126.0,
3226,2025-08-05,P016,R01,78,140.4,
3227,2025-08-05,P016,R02,63,113.4,
3228,2025-08-05,P016,R03,76,136.8,
3229,2025-08-05,P016,R04,79,142.2,
3230,2025-08-05,P016,R05,70,126.0,
3231,2025-08-05,P017,R01,56,109.2,
3232,2025-08-05,P017,R02,55,107.25,
3233,2025-08-05,P017,R03,52,101.4,
3234,2025-08-05,P017,R04,60,117.0,
3235,2025-08-05,P017,R05,64,124.8,
3236,2025-08-05,P018,R01,34,95.2,
3237,2025-08-05,P018,R02,27,75.6,
3238,2025-08-05,P018,R03,31,86.8,
3239,2025-08-05,P018,R04,28,78.4,
3240,2025-08-05,P018,R05,27,75.6,
3241,2025-08-06,P001,R01,134,201.0,
3242,2025-08-06,P001,R02,207,310.5,
3243,2025-08-06,P001,R03,136,204.0,
3244,2025-08-06,P001,R04,176,264.0,
3245,2025-08-06,P001,R05,175,262.5,
3246,2025-08-06,P002,R01,105,168.0,
3247,2025-08-06,P002,R02,119,190.4,
3248,2025-08-06,P002,R03,103,164.8,
3249,2025-08-06,P002,R04,112,179.2,
3250,2025-08-06,P002,R05,95,152.0,
3251,2025-08-06,P003,R01,86,189.2,
3252,2025-08-06,P003,R02,85,187.0,
3253,2025-08-06,P003,R03,74,162.8,
3254,2025-08-06,P003,R04,80,176.0,
3255,2025-08-06,P003,R05,77,169.4,
3256,2025-08-06,P004,R01,65,195.0,
3257,2025-08-06,P004,R02,68,204.0,
3258,2025-08-06,P004,R03,71,213.0,
3259,2025-08-06,P004,R04,70,210.0,
3260,2025-08-06,P004,R05,58,174.0,
3261,2025-08-06,P005,R01,202,161.6,
3262,2025-08-06,P005,R02,242,193.6,
3263,2025-08-06,P005,R03,202,161.6,
3264,2025-08-06,P005,R04,330,264.0,
3265,2025-08-06,P005,R05,234,187.2,
3266,2025-08-06,P006,R01,143,171.6,
3267,2025-08-06,P006,R02,134,160.8,
3268,2025-08-06,P006,R03,125,150.0,
3269,2025-08-06,P006,R04,120,144.0,
3270,2025-08-06,P006,R05,115,138.0,
3271,2025-08-06,P007,R01,55,247.5,
3272,2025-08-06,P007,R02,48,216.0,
3273,2025-08-06,P007,R03,53,238.5,
3274,2025-08-06,P007,R04,48,216.0,
3275,2025-08-06,P007,R05,51,229.5,
3276,2025-08-06,P008,R01,60,168.0,
3277,2025-08-06,P008,R02,34,95.2,
3278,2025-08-06,P008,R03,48,134.4,
3279,2025-08-06,P008,R04,46,128.8,
3280,2025-08-06,P008,R05,51,142.8,
3281,2025-08-06,P009,R01,42,121.8,
3282,2025-08-06,P009,R02,43,124.7,
3283,2025-08-06,P009,R03,44,127.6,
3284,2025-08-06,P009,R04,37,107.3,
3285,2025-08-06,P009,R05,36,104.4,
3286,2025-08-06,P010,R01,31,99.2,
3287,2025-08-06,P010,R02,31,99.2,
3288,2025-08-06,P010,R03,33,105.6,
3289,2025-08-06,P010,R04,30,96.0,
3290,2025-08-06,P010,R05,28,89.6,
3291,2025-08-06,P011,R01,39,78.0,
3292,2025-08-06,P011,R02,35,70.0,
3293,2025-08-06,P011,R03,33,66.0,
3294,2025-08-06,P011,R04,38,76.0,
3295,2025-08-06,P011,R05,34,68.0,
3296,2025-08-06,P012,R01,59,147.5,
3297,2025-08-06,P012,R02,68,170.0,
3298,2025-08-06,P012,R03,54,135.0,
3299,2025-08-06,P012,R04,64,160.0,
3300,2025-08-06,P012,R05,53,132.5,
3301,2025-08-06,P013,R01,41,106.6,
3302,2025-08-06,P013,R02,43,111.8,
3303,2025-08-06,P013,R03,43,111.8,
3304,2025-08-06,P013,R04,51,132.6,
3305,2025-08-06,P013,R05,42,109.2,
3306,2025-08-06,P014,R01,39,136.5,
3307,2025-08-06,P014,R02,38,133.0,
3308,2025-08-06,P014,R03,35,122.5,
3309,2025-08-06,P014,R04,35,122.5,
3310,2025-08-06,P014,R05,32,112.0,
3311,2025-08-06,P015,R01,86,154.8,
3312,2025-08-06,P015,R02,73,131.4,
3313,2025-08-06,P015,R03,61,109.8,
3314,2025-08-06,P015,R04,65,117.0,
3315,2025-08-06,P015,R05,64,115.2,
3316,2025-08-06,P016,R01,74,133.2,
3317,2025-08-06,P016,R02,61,109.8,
3318,2025-08-06,P016,R03,73,131.4,
3319,2025-08-06,P016,R04,61,109.8,
3320,2025-08-06,P016,R05,66,118.8,
3321,2025-08-06,P017,R01,52,101.4,
3322,2025-08-06,P017,R02,66,128.7,
3323,2025-08-06,P017,R03,60,117.0,
3324,2025-08-06,P017,R04,59,115.05,
3325,2025-08-06,P017,R05,50,97.5,
3326,2025-08-06,P018,R01,33,92.4,
3327,2025-08-06,P018,R02,32,89.6,
3328,2025-08-06,P018,R03,29,81.2,
3329,2025-08-06,P018,R04,27,75.6,
3330,2025-08-06,P018,R05,30,84.0,
3331,2025-08-07,P001,R01,171,256.5,
3332,2025-08-07,P001,R02,220,330.0,
3333,2025-08-07,P001,R03,153,229.5,
3334,2025-08-07,P001,R04,155,232.5,
3335,2025-08-07,P001,R05,163,244.5,
3336,2025-08-07,P002,R01,96,153.6,
3337,2025-08-07,P002,R02,99,158.4,
3338,2025-08-07,P002,R03,102,163.2,
3339,2025-08-07,P002,R04,106,169.6,
3340,2025-08-07,P002,R05,95,152.0,
3341,2025-08-07,P003,R01,70,154.0,
3342,2025-08-07,P003,R02,88,193.6,
3343,2025-08-07,P003,R03,78,171.6,
3344,2025-08-07,P003,R04,71,156.2,
3345,2025-08-07,P003,R05,70,154.0,
3346,2025-08-07,P004,R01,64,192.0,
3347,2025-08-07,P004,R02,67,201.0,
3348,2025-08-07,P004,R03,70,210.0,
3349,2025-08-07,P004,R04,57,171.0,
3350,2025-08-07,P004,R05,64,192.0,
3351,2025-08-07,P005,R01,179,143.2,
3352,2025-08-07,P005,R02,254,203.2,
3353,2025-08-07,P005,R03,246,196.8,
3354,2025-08-07,P005,R04,325,260.0,
3355,2025-08-07,P005,R05,242,193.6,
3356,2025-08-07,P006,R01,131,157.2,
3357,2025-08-07,P006,R02,126,151.2,
3358,2025-08-07,P006,R03,121,145.2,
3359,2025-08-07,P006,R04,108,129.6,
3360,2025-08-07,P006,R05,127,152.4,
3361,2025-08-07,P007,R01,51,229.5,
3362,2025-08-07,P007,R02,61,274.5,
3363,2025-08-07,P007,R03,60,270.0,
3364,2025-08-07,P007,R04,54,243.0,
3365,2025-08-07,P007,R05,57,256.5,
3366,2025-08-07,P008,R01,57,159.6,
3367,2025-08-07,P008,R02,38,106.4,
3368,2025-08-07,P008,R03,43,120.4,
3369,2025-08-07,P008,R04,48,134.4,
3370,2025-08-07,P008,R05,44,123.2,
3371,2025-08-07,P009,R01,36,104.4,
3372,2025-08-07,P009,R02,44,127.6,
3373,2025-08-07,P009,R03,44,127.6,
3374,2025-08-07,P009,R04,38,110.2,
3375,2025-08-07,P009,R05,36,104.4,
3376,2025-08-07,P010,R01,32,102.4,
3377,2025-08-07,P010,R02,30,96.0,
3378,2025-08-07,P010,R03,26,83.2,
3379,2025-08-07,P010,R04,31,99.2,
3380,2025-08-07,P010,R05,28,89.6,
3381,2025-08-07,P011,R01,31,62.0,
3382,2025-08-07,P011,R02,32,64.0,
3383,2025-08-07,P011,R03,38,76.0,
3384,2025-08-07,P011,R04,33,66.0,
3385,2025-08-07,P011,R05,36,72.0,
3386,2025-08-07,P012,R01,64,160.0,
3387,2025-08-07,P012,R02,64,160.0,
3388,2025-08-07,P012,R03,58,145.0,
3389,2025-08-07,P012,R04,71,177.5,
3390,2025-08-07,P012,R05,60,150.0,
3391,2025-08-07,P013,R01,44,114.4,
3392,2025-08-07,P013,R02,45,117.0,
3393,2025-08-07,P013,R03,50,130.0,
3394,2025-08-07,P013,R04,51,132.6,
3395,2025-08-07,P013,R05,53,137.8,
3396,2025-08-07,P014,R01,37,129.5,
3397,2025-08-07,P014,R02,35,122.5,
3398,2025-08-07,P014,R03,38,133.0,
3399,2025-08-07,P014,R04,32,112.0,
3400,2025-08-07,P014,R05,34,119.0,
3401,2025-08-07,P015,R01,74,133.2,
3402,2025-08-07,P015,R02,87,156.6,
3403,2025-08-07,P015,R03,75,135.0,
3404,2025-08-07,P015,R04,68,122.4,
3405,2025-08-07,P015,R05,64,115.2,
3406,2025-08-07,P016,R01,81,145.8,
3407,2025-08-07,P016,R02,60,108.0,
3408,2025-08-07,P016,R03,63,113.4,
3409,2025-08-07,P016,R04,80,144.0,
3410,2025-08-07,P016,R05,62,111.6,
3411,2025-08-07,P017,R01,51,99.45,
3412,2025-08-07,P017,R02,50,97.5,
3413,2025-08-07,P017,R03,56,109.2,
3414,2025-08-07,P017,R04,60,117.0,
3415,2025-08-07,P017,R05,58,113.1,
3416,2025-08-07,P018,R01,33,92.4,
3417,2025-08-07,P018,R02,32,89.6,
3418,2025-08-07,P018,R03,35,98.0,
3419,2025-08-07,P018,R04,34,95.2,
3420,2025-08-07,P018,R05,32,89.6,
3421,2025-08-08,P001,R01,170,255.0,
3422,2025-08-08,P001,R02,189,283.5,
3423,2025-08-08,P001,R03,120,180.0,
3424,2025-08-08,P001,R04,176,264.0,
3425,2025-08-08,P001,R05,156,234.0,
3426,2025-08-08,P002,R01,95,152.0,
3427,2025-08-08,P002,R02,93,148.8,
3428,2025-08-08,P002,R03,89,142.4,
3429,2025-08-08,P002,R04,95,152.0,
3430,2025-08-08,P002,R05,88,140.8,
3431,2025-08-08,P003,R01,71,156.2,
3432,2025-08-08,P003,R02,92,202.4,
3433,2025-08-08,P003,R03,86,189.2,
3434,2025-08-08,P003,R04,76,167.2,
3435,2025-08-08,P003,R05,77,169.4,
3436,2025-08-08,P004,R01,66,198.0,
3437,2025-08-08,P004,R02,65,195.0,
3438,2025-08-08,P004,R03,69,207.0,
3439,2025-08-08,P004,R04,56,168.0,
3440,2025-08-08,P004,R05,57,171.0,
3441,2025-08-08,P005,R01,221,176.8,
3442,2025-08-08,P005,R02,235,188.0,
3443,2025-08-08,P005,R03,255,204.0,
3444,2025-08-08,P005,R04,271,216.8,
3445,2025-08-08,P005,R05,203,162.4,
3446,2025-08-08,P006,R01,142,170.4,
3447,2025-08-08,P006,R02,128,153.6,
3448,2025-08-08,P006,R03,116,139.2,
3449,2025-08-08,P006,R04,122,146.4,
3450,2025-08-08,P006,R05,111,133.2,
3451,2025-08-08,P007,R01,48,216.0,
3452,2025-08-08,P007,R02,52,234.0,
3453,2025-08-08,P007,R03,63,283.5,
3454,2025-08-08,P007,R04,61,274.5,
3455,2025-08-08,P007,R05,63,283.5,
3456,2025-08-08,P008,R01,60,168.0,
3457,2025-08-08,P008,R02,39,109.2,
3458,2025-08-08,P008,R03,50,140.0,
3459,2025-08-08,P008,R04,57,159.6,
3460,2025-08-08,P008,R05,45,126.0,
3461,2025-08-08,P009,R01,43,124.7,
3462,2025-08-08,P009,R02,43,124.7,
3463,2025-08-08,P009,R03,45,130.5,
3464,2025-08-08,P009,R04,39,113.1,
3465,2025-08-08,P009,R05,41,118.9,
3466,2025-08-08,P010,R01,25,80.0,
3467,2025-08-08,P010,R02,26,83.2,
3468,2025-08-08,P010,R03,31,99.2,
3469,2025-08-08,P010,R04,34,108.8,
3470,2025-08-08,P010,R05,31,99.2,
3471,2025-08-08,P011,R01,32,64.0,
3472,2025-08-08,P011,R02,33,66.0,
3473,2025-08-08,P011,R03,35,70.0,
3474,2025-08-08,P011,R04,29,58.0,
3475,2025-08-08,P011,R05,38,76.0,
3476,2025-08-08,P012,R01,52,130.0,
3477,2025-08-08,P012,R02,72,180.0,
3478,2025-08-08,P012,R03,47,117.5,
3479,2025-08-08,P012,R04,81,202.5,
3480,2025-08-08,P012,R05,59,147.5,
3481,2025-08-08,P013,R01,45,117.0,
3482,2025-08-08,P013,R02,53,137.8,
3483,2025-08-08,P013,R03,44,114.4,
3484,2025-08-08,P013,R04,54,140.4,
3485,2025-08-08,P013,R05,50,130.0,
3486,2025-08-08,P014,R01,40,140.0,
3487,2025-08-08,P014,R02,35,122.5,
3488,2025-08-08,P014,R03,38,133.0,
3489,2025-08-08,P014,R04,32,112.0,
3490,2025-08-08,P014,R05,32,112.0,
3491,2025-08-08,P015,R01,72,129.6,
3492,2025-08-08,P015,R02,76,136.8,
3493,2025-08-08,P015,R03,63,113.4,
3494,2025-08-08,P015,R04,67,120.6,
3495,2025-08-08,P015,R05,75,135.0,
3496,2025-08-08,P016,R01,77,138.6,
3497,2025-08-08,P016,R02,61,109.8,
3498,2025-08-08,P016,R03,71,127.8,
3499,2025-08-08,P016,R04,71,127.8,
3500,2025-08-08,P016,R05,81,145.8,
3501,2025-08-08,P017,R01,65,126.75,
3502,2025-08-08,P017,R02,64,124.8,
3503,2025-08-08,P017,R03,58,113.1,
3504,2025-08-08,P017,R04,67,130.65,
3505,2025-08-08,P017,R05,65,126.75,
3506,2025-08-08,P018,R01,28,78.4,
3507,2025-08-08,P018,R02,31,86.8,
3508,2025-08-08,P018,R03,26,72.8,
3509,2025-08-08,P018,R04,33,92.4,
3510,2025-08-08,P018,R05,30,84.0,
3511,2025-08-09,P001,R01,183,274.5,
3512,2025-08-09,P001,R02,301,451.5,
3513,2025-08-09,P001,R03,193,289.5,
3514,2025-08-09,P001,R04,220,330.0,
3515,2025-08-09,P001,R05,173,259.5,
3516,2025-08-09,P002,R01,123,196.8,
3517,2025-08-09,P002,R02,138,220.8,
3518,2025-08-09,P002,R03,128,204.8,
3519,2025-08-09,P002,R04,125,200.0,
3520,2025-08-09,P002,R05,137,219.2,
3521,2025-08-09,P003,R01,96,211.2,
3522,2025-08-09,P003,R02,103,226.6,
3523,2025-08-09,P003,R03,107,235.4,
3524,2025-08-09,P003,R04,100,220.0,
3525,2025-08-09,P003,R05,104,228.8,
3526,2025-08-09,P004,R01,89,267.0,
3527,2025-08-09,P004,R02,93,279.0,
3528,2025-08-09,P004,R03,78,234.0,
3529,2025-08-09,P004,R04,76,228.0,
3530,2025-08-09,P004,R05,75,225.0,
3531,2025-08-09,P005,R01,268,214.4,
3532,2025-08-09,P005,R02,294,235.2,
3533,2025-08-09,P005,R03,256,204.8,
3534,2025-08-09,P005,R04,348,278.4,
3535,2025-08-09,P005,R05,285,228.0,
3536,2025-08-09,P006,R01,157,188.4,
3537,2025-08-09,P006,R02,146,175.2,
3538,2025-08-09,P006,R03,146,175.2,
3539,2025-08-09,P006,R04,147,176.4,
3540,2025-08-09,P006,R05,163,195.6,
3541,2025-08-09,P007,R01,83,373.5,
3542,2025-08-09,P007,R02,80,360.0,
3543,2025-08-09,P007,R03,77,346.5,
3544,2025-08-09,P007,R04,79,355.5,
3545,2025-08-09,P007,R05,68,306.0,
3546,2025-08-09,P008,R01,71,198.8,
3547,2025-08-09,P008,R02,45,126.0,
3548,2025-08-09,P008,R03,68,190.4,
3549,2025-08-09,P008,R04,60,168.0,
3550,2025-08-09,P008,R05,64,179.2,
3551,2025-08-09,P009,R01,51,147.9,
3552,2025-08-09,P009,R02,54,156.6,
3553,2025-08-09,P009,R03,51,147.9,
3554,2025-08-09,P009,R04,49,142.1,
3555,2025-08-09,P009,R05,49,142.1,
3556,2025-08-09,P010,R01,39,124.8,
3557,2025-08-09,P010,R02,44,140.8,
3558,2025-08-09,P010,R03,36,115.2,
3559,2025-08-09,P010,R04,33,105.6,
3560,2025-08-09,P010,R05,34,108.8,
3561,2025-08-09,P011,R01,50,100.0,
3562,2025-08-09,P011,R02,51,102.0,
3563,2025-08-09,P011,R03,41,82.0,
3564,2025-08-09,P011,R04,46,92.0,
3565,2025-08-09,P011,R05,47,94.0,
3566,2025-08-09,P012,R01,70,175.0,
3567,2025-08-09,P012,R02,93,232.5,
3568,2025-08-09,P012,R03,67,167.5,
3569,2025-08-09,P012,R04,98,245.0,
3570,2025-08-09,P012,R05,77,192.5,
3571,2025-08-09,P013,R01,69,179.4,
3572,2025-08-09,P013,R02,60,156.0,
3573,2025-08-09,P013,R03,58,150.8,
3574,2025-08-09,P013,R04,64,166.4,
3575,2025-08-09,P013,R05,55,143.0,
3576,2025-08-09,P014,R01,42,147.0,
3577,2025-08-09,P014,R02,51,178.5,
3578,2025-08-09,P014,R03,44,154.0,
3579,2025-08-09,P014,R04,48,168.0,
3580,2025-08-09,P014,R05,47,164.5,
3581,2025-08-09,P015,R01,112,201.6,
3582,2025-08-09,P015,R02,97,174.6,
3583,2025-08-09,P015,R03,83,149.4,
3584,2025-08-09,P015,R04,76,136.8,
3585,2025-08-09,P015,R05,87,156.6,
3586,2025-08-09,P016,R01,87,156.6,
3587,2025-08-09,P016,R02,86,154.8,
3588,2025-08-09,P016,R03,96,172.8,
3589,2025-08-09,P016,R04,86,154.8,
3590,2025-08-09,P016,R05,91,163.8,
3591,2025-08-09,P017,R01,84,163.8,
3592,2025-08-09,P017,R02,78,152.1,
3593,2025-08-09,P017,R03,86,167.7,
3594,2025-08-09,P017,R04,74,144.3,
3595,2025-08-09,P017,R05,65,126.75,
3596,2025-08-09,P018,R01,43,120.4,
3597,2025-08-09,P018,R02,45,126.0,
3598,2025-08-09,P018,R03,42,117.6,
3599,2025-08-09,P018,R04,36,100.8,
3600,2025-08-09,P018,R05,35,98.0,
3601,2025-08-10,P001,R01,173,259.5,
3602,2025-08-10,P001,R02,255,382.5,
3603,2025-08-10,P001,R03,159,238.5,
3604,2025-08-10,P001,R04,207,310.5,
3605,2025-08-10,P001,R05,181,271.5,
3606,2025-08-10,P002,R01,141,225.6,
3607,2025-08-10,P002,R02,150,240.0,
3608,2025-08-10,P002,R03,124,198.4,
3609,2025-08-10,P002,R04,126,201.6,
3610,2025-08-10,P002,R05,140,224.0,
3611,2025-08-10,P003,R01,92,202.4,
3612,2025-08-10,P003,R02,114,250.8,
3613,2025-08-10,P003,R03,89,195.8,
3614,2025-08-10,P003,R04,109,239.8,
3615,2025-08-10,P003,R05,98,215.6,
3616,2025-08-10,P004,R01,83,249.0,
3617,2025-08-10,P004,R02,96,288.0,
3618,2025-08-10,P004,R03,127,304.8,PROM03
3619,2025-08-10,P004,R04,78,234.0,
3620,2025-08-10,P004,R05,83,249.0,
3621,2025-08-10,P005,R01,298,238.4,
3622,2025-08-10,P005,R02,339,271.2,
3623,2025-08-10,P005,R03,299,239.2,
3624,2025-08-10,P005,R04,393,314.4,
3625,2025-08-10,P005,R05,303,242.4,
3626,2025-08-10,P006,R01,164,196.8,
3627,2025-08-10,P006,R02,154,184.8,
3628,2025-08-10,P006,R03,156,187.2,
3629,2025-08-10,P006,R04,165,198.0,
3630,2025-08-10,P006,R05,160,192.0,
3631,2025-08-10,P007,R01,67,301.5,
3632,2025-08-10,P007,R02,68,306.0,
3633,2025-08-10,P007,R03,61,274.5,
3634,2025-08-10,P007,R04,80,360.0,
3635,2025-08-10,P007,R05,72,324.0,
3636,2025-08-10,P008,R01,59,165.2,
3637,2025-08-10,P008,R02,52,145.6,
3638,2025-08-10,P008,R03,72,201.6,
3639,2025-08-10,P008,R04,59,165.2,
3640,2025-08-10,P008,R05,57,159.6,
3641,2025-08-10,P009,R01,48,139.2,
3642,2025-08-10,P009,R02,47,136.3,
3643,2025-08-10,P009,R03,44,127.6,
3644,2025-08-10,P009,R04,50,145.0,
3645,2025-08-10,P009,R05,50,145.0,
3646,2025-08-10,P010,R01,39,124.8,
3647,2025-08-10,P010,R02,37,118.4,
3648,2025-08-10,P010,R03,35,112.0,
3649,2025-08-10,P010,R04,41,131.2,
3650,2025-08-10,P010,R05,37,118.4,
3651,2025-08-10,P011,R01,43,86.0,
3652,2025-08-10,P011,R02,42,84.0,
3653,2025-08-10,P011,R03,44,88.0,
3654,2025-08-10,P011,R04,41,82.0,
3655,2025-08-10,P011,R05,49,98.0,
3656,2025-08-10,P012,R01,87,217.5,
3657,2025-08-10,P012,R02,93,232.5,
3658,2025-08-10,P012,R03,65,162.5,
3659,2025-08-10,P012,R04,100,250.0,
3660,2025-08-10,P012,R05,85,212.5,
3661,2025-08-10,P013,R01,60,156.0,
3662,2025-08-10,P013,R02,69,179.4,
3663,2025-08-10,P013,R03,56,145.6,
3664,2025-08-10,P013,R04,58,150.8,
3665,2025-08-10,P013,R05,64,166.4,
3666,2025-08-10,P014,R01,48,168.0,
3667,2025-08-10,P014,R02,43,150.5,
3668,2025-08-10,P014,R03,48,168.0,
3669,2025-08-10,P014,R04,42,147.0,
3670,2025-08-10,P014,R05,40,140.0,
3671,2025-08-10,P015,R01,88,158.4,
3672,2025-08-10,P015,R02,112,201.6,
3673,2025-08-10,P015,R03,81,145.8,
3674,2025-08-10,P015,R04,77,138.6,
3675,2025-08-10,P015,R05,98,176.4,
3676,2025-08-10,P016,R01,99,178.2,
3677,2025-08-10,P016,R02,85,153.0,
3678,2025-08-10,P016,R03,83,149.4,
3679,2025-08-10,P016,R04,92,165.6,
3680,2025-08-10,P016,R05,88,158.4,
3681,2025-08-10,P017,R01,71,138.45,
3682,2025-08-10,P017,R02,82,159.9,
3683,2025-08-10,P017,R03,87,169.65,
3684,2025-08-10,P017,R04,75,146.25,
3685,2025-08-10,P017,R05,82,159.9,
3686,2025-08-10,P018,R01,38,106.4,
3687,2025-08-10,P018,R02,44,123.2,
3688,2025-08-10,P018,R03,34,95.2,
3689,2025-08-10,P018,R04,43,120.4,
3690,2025-08-10,P018,R05,35,98.0,
3691,2025-08-11,P001,R01,170,255.0,
3692,2025-08-11,P001,R02,222,333.0,
3693,2025-08-11,P001,R03,124,186.0,
3694,2025-08-11,P001,R04,158,237.0,
3695,2025-08-11,P001,R05,168,252.0,
3696,2025-08-11,P002,R01,111,177.6,
3697,2025-08-11,P002,R02,89,142.4,
3698,2025-08-11,P002,R03,102,163.2,
3699,2025-08-11,P002,R04,112,179.2,
3700,2025-08-11,P002,R05,119,190.4,
3701,2025-08-11,P003,R01,79,173.8,
3702,2025-08-11,P003,R02,84,184.8,
3703,2025-08-11,P003,R03,75,165.0,
3704,2025-08-11,P003,R04,76,167.2,
3705,2025-08-11,P003,R05,83,182.6,
3706,2025-08-11,P004,R01,56,168.0,
3707,2025-08-11,P004,R02,73,219.0,
3708,2025-08-11,P004,R03,97,232.8,PROM03
3709,2025-08-11,P004,R04,60,180.0,
3710,2025-08-11,P004,R05,67,201.0,
3711,2025-08-11,P005,R01,183,146.4,
3712,2025-08-11,P005,R02,275,220.0,
3713,2025-08-11,P005,R03,248,198.4,
3714,2025-08-11,P005,R04,266,212.8,
3715,2025-08-11,P005,R05,197,157.6,
3716,2025-08-11,P006,R01,131,157.2,
3717,2025-08-11,P006,R02,119,142.8,
3718,2025-08-11,P006,R03,113,135.6,
3719,2025-08-11,P006,R04,117,140.4,
3720,2025-08-11,P006,R05,111,133.2,
3721,2025-08-11,P007,R01,60,270.0,
3722,2025-08-11,P007,R02,48,216.0,
3723,2025-08-11,P007,R03,60,270.0,
3724,2025-08-11,P007,R04,55,247.5,
3725,2025-08-11,P007,R05,57,256.5,
3726,2025-08-11,P008,R01,51,142.8,
3727,2025-08-11,P008,R02,31,86.8,
3728,2025-08-11,P008,R03,44,123.2,
3729,2025-08-11,P008,R04,47,131.6,
3730,2025-08-11,P008,R05,46,128.8,
3731,2025-08-11,P009,R01,45,130.5,
3732,2025-08-11,P009,R02,45,130.5,
3733,2025-08-11,P009,R03,41,118.9,
3734,2025-08-11,P009,R04,34,98.6,
3735,2025-08-11,P009,R05,41,118.9,
3736,2025-08-11,P010,R01,31,99.2,
3737,2025-08-11,P010,R02,32,102.4,
3738,2025-08-11,P010,R03,26,83.2,
3739,2025-08-11,P010,R04,27,86.4,
3740,2025-08-11,P010,R05,34,108.8,
3741,2025-08-11,P011,R01,38,76.0,
3742,2025-08-11,P011,R02,37,74.0,
3743,2025-08-11,P011,R03,38,76.0,
3744,2025-08-11,P011,R04,34,68.0,
3745,2025-08-11,P011,R05,31,62.0,
3746,2025-08-11,P012,R01,63,157.5,
3747,2025-08-11,P012,R02,63,157.5,
3748,2025-08-11,P012,R03,48,120.0,
3749,2025-08-11,P012,R04,80,200.0,
3750,2025-08-11,P012,R05,59,147.5,
3751,2025-08-11,P013,R01,47,122.2,
3752,2025-08-11,P013,R02,45,117.0,
3753,2025-08-11,P013,R03,50,130.0,
3754,2025-08-11,P013,R04,43,111.8,
3755,2025-08-11,P013,R05,45,117.0,
3756,2025-08-11,P014,R01,33,115.5,
3757,2025-08-11,P014,R02,39,136.5,
3758,2025-08-11,P014,R03,40,140.0,
3759,2025-08-11,P014,R04,36,126.0,
3760,2025-08-11,P014,R05,31,108.5,
3761,2025-08-11,P015,R01,70,126.0,
3762,2025-08-11,P015,R02,80,144.0,
3763,2025-08-11,P015,R03,66,118.8,
3764,2025-08-11,P015,R04,61,109.8,
3765,2025-08-11,P015,R05,74,133.2,
3766,2025-08-11,P016,R01,68,122.4,
3767,2025-08-11,P016,R02,64,115.2,
3768,2025-08-11,P016,R03,61,109.8,
3769,2025-08-11,P016,R04,79,142.2,
3770,2025-08-11,P016,R05,77,138.6,
3771,2025-08-11,P017,R01,53,103.35,
3772,2025-08-11,P017,R02,62,120.9,
3773,2025-08-11,P017,R03,59,115.05,
3774,2025-08-11,P017,R04,56,109.2,
3775,2025-08-11,P017,R05,58,113.1,
3776,2025-08-11,P018,R01,30,84.0,
3777,2025-08-11,P018,R02,31,86.8,
3778,2025-08-11,P018,R03,32,89.6,
