inventory_id,snapshot_date,product_id,region_id,opening_inventory,received_units,closing_inventory
5280,2025-08-29,P012,R05,428,0,366
5281,2025-08-29,P013,R01,185,0,132
5282,2025-08-29,P013,R02,278,0,227
5283,2025-08-29,P013,R03,262,0,216
5284,2025-08-29,P013,R04,103,343,405
5285,2025-08-29,P013,R05,138,0,86
5286,2025-08-29,P014,R01,216,0,176
5287,2025-08-29,P014,R02,173,0,138
5288,2025-08-29,P014,R03,182,0,147
5289,2025-08-29,P014,R04,233,0,194
5290,2025-08-29,P014,R05,160,0,122
5291,2025-08-29,P015,R01,492,0,405
5292,2025-08-29,P015,R02,189,0,95
5293,2025-08-29,P015,R03,295,0,217
5294,2025-08-29,P015,R04,194,0,126
5295,2025-08-29,P015,R05,251,0,180
5296,2025-08-29,P016,R01,292,0,224
5297,2025-08-29,P016,R02,331,0,258
5298,2025-08-29,P016,R03,242,0,164
5299,2025-08-29,P016,R04,143,435,502
5300,2025-08-29,P016,R05,170,0,109
5301,2025-08-29,P017,R01,256,0,206
5302,2025-08-29,P017,R02,361,0,301
5303,2025-08-29,P017,R03,145,0,85
5304,2025-08-29,P017,R04,254,0,191
5305,2025-08-29,P017,R05,251,0,199
5306,2025-08-29,P018,R01,167,0,138
5307,2025-08-29,P018,R02,203,0,172
5308,2025-08-29,P018,R03,132,0,104
5309,2025-08-29,P018,R04,62,186,222
5310,2025-08-29,P018,R05,204,0,174
5311,2025-08-30,P001,R01,466,0,243
5312,2025-08-30,P001,R02,1125,0,847
5313,2025-08-30,P001,R03,466,0,268
5314,2025-08-30,P001,R04,1055,0,845
5315,2025-08-30,P001,R05,962,0,761
5316,2025-08-30,P002,R01,690,0,546
5317,2025-08-30,P002,R02,507,0,382
5318,2025-08-30,P002,R03,473,0,331
5319,2025-08-30,P002,R04,563,0,415
5320,2025-08-30,P002,R05,242,0,95
5321,2025-08-30,P003,R01,566,0,470
5322,2025-08-30,P003,R02,93,449,439
5323,2025-08-30,P003,R03,508,0,391
5324,2025-08-30,P003,R04,341,0,222
5325,2025-08-30,P003,R05,243,0,126
5326,2025-08-30,P004,R01,270,0,193
5327,2025-08-30,P004,R02,100,433,438
5328,2025-08-30,P004,R03,433,0,345
5329,2025-08-30,P004,R04,127,432,472
5330,2025-08-30,P004,R05,189,0,93
5331,2025-08-30,P005,R01,797,0,559
5332,2025-08-30,P005,R02,1510,0,1171
5333,2025-08-30,P005,R03,543,0,281
5334,2025-08-30,P005,R04,222,1261,1116
5335,2025-08-30,P005,R05,231,1174,1135
5336,2025-08-30,P006,R01,464,0,307
5337,2025-08-30,P006,R02,211,664,690
5338,2025-08-30,P006,R03,414,0,240
5339,2025-08-30,P006,R04,459,0,299
5340,2025-08-30,P006,R05,155,713,684
5341,2025-08-30,P007,R01,150,0,74
5342,2025-08-30,P007,R02,349,0,285
5343,2025-08-30,P007,R03,231,0,154
5344,2025-08-30,P007,R04,161,0,95
5345,2025-08-30,P007,R05,140,0,60
5346,2025-08-30,P008,R01,184,0,108
5347,2025-08-30,P008,R02,241,0,198
5348,2025-08-30,P008,R03,92,333,361
5349,2025-08-30,P008,R04,334,0,257
5350,2025-08-30,P008,R05,350,0,290
5351,2025-08-30,P009,R01,368,0,309
5352,2025-08-30,P009,R02,94,331,377
5353,2025-08-30,P009,R03,411,0,361
5354,2025-08-30,P009,R04,297,0,247
5355,2025-08-30,P009,R05,378,0,332
5356,2025-08-30,P010,R01,244,0,208
5357,2025-08-30,P010,R02,322,0,286
5358,2025-08-30,P010,R03,315,0,275
5359,2025-08-30,P010,R04,87,233,277
5360,2025-08-30,P010,R05,313,0,272
5361,2025-08-30,P011,R01,294,0,250
5362,2025-08-30,P011,R02,90,259,311
5363,2025-08-30,P011,R03,85,290,332
5364,2025-08-30,P011,R04,321,0,273
5365,2025-08-30,P011,R05,360,0,312
5366,2025-08-30,P012,R01,377,0,295
5367,2025-08-30,P012,R02,259,0,168
5368,2025-08-30,P012,R03,253,0,188
5369,2025-08-30,P012,R04,282,0,200
5370,2025-08-30,P012,R05,366,0,299
5371,2025-08-30,P013,R01,132,0,73
5372,2025-08-30,P013,R02,227,0,170
5373,2025-08-30,P013,R03,216,0,146
5374,2025-08-30,P013,R04,405,0,334
5375,2025-08-30,P013,R05,86,349,365
5376,2025-08-30,P014,R01,176,0,128
5377,2025-08-30,P014,R02,138,0,88
5378,2025-08-30,P014,R03,147,0,107
5379,2025-08-30,P014,R04,194,0,151
5380,2025-08-30,P014,R05,122,0,74
5381,2025-08-30,P015,R01,405,0,309
5382,2025-08-30,P015,R02,95,428,415
5383,2025-08-30,P015,R03,217,0,111
5384,2025-08-30,P015,R04,126,447,488
5385,2025-08-30,P015,R05,180,0,94
5386,2025-08-30,P016,R01,224,0,131
5387,2025-08-30,P016,R02,258,0,154
5388,2025-08-30,P016,R03,164,407,468
5389,2025-08-30,P016,R04,502,0,415
5390,2025-08-30,P016,R05,109,408,424
5391,2025-08-30,P017,R01,206,0,139
5392,2025-08-30,P017,R02,301,0,236
5393,2025-08-30,P017,R03,85,386,404
5394,2025-08-30,P017,R04,191,0,108
5395,2025-08-30,P017,R05,199,0,118
5396,2025-08-30,P018,R01,138,0,94
5397,2025-08-30,P018,R02,172,0,136
5398,2025-08-30,P018,R03,104,0,61
5399,2025-08-30,P018,R04,222,0,182
5400,2025-08-30,P018,R05,174,0,132
5401,2025-08-31,P001,R01,243,1054,1106
5402,2025-08-31,P001,R02,847,0,563
5403,2025-08-31,P001,R03,268,1027,1132
5404,2025-08-31,P001,R04,845,0,612
5405,2025-08-31,P001,R05,761,0,541
5406,2025-08-31,P002,R01,546,0,429
5407,2025-08-31,P002,R02,382,0,262
5408,2025-08-31,P002,R03,331,0,207
5409,2025-08-31,P002,R04,415,0,299
5410,2025-08-31,P002,R05,95,666,636
5411,2025-08-31,P003,R01,470,0,367
5412,2025-08-31,P003,R02,439,0,318
5413,2025-08-31,P003,R03,391,0,272
5414,2025-08-31,P003,R04,222,0,131
5415,2025-08-31,P003,R05,126,500,525
5416,2025-08-31,P004,R01,193,0,109
5417,2025-08-31,P004,R02,438,0,354
5418,2025-08-31,P004,R03,345,0,252
5419,2025-08-31,P004,R04,472,0,379
5420,2025-08-31,P004,R05,93,367,386
5421,2025-08-31,P005,R01,559,0,268
5422,2025-08-31,P005,R02,1171,0,882
5423,2025-08-31,P005,R03,281,1282,1301
5424,2025-08-31,P005,R04,1116,0,764
5425,2025-08-31,P005,R05,1135,0,810
5426,2025-08-31,P006,R01,307,0,139
5427,2025-08-31,P006,R02,690,0,523
5428,2025-08-31,P006,R03,240,723,777
5429,2025-08-31,P006,R04,299,0,132
5430,2025-08-31,P006,R05,684,0,525
5431,2025-08-31,P007,R01,74,337,348
5432,2025-08-31,P007,R02,285,0,209
5433,2025-08-31,P007,R03,154,0,73
5434,2025-08-31,P007,R04,95,331,364
5435,2025-08-31,P007,R05,60,313,297
5436,2025-08-31,P008,R01,108,392,428
5437,2025-08-31,P008,R02,198,0,147
5438,2025-08-31,P008,R03,361,0,304
5439,2025-08-31,P008,R04,257,0,196
5440,2025-08-31,P008,R05,290,0,226
5441,2025-08-31,P009,R01,309,0,255
5442,2025-08-31,P009,R02,377,0,326
5443,2025-08-31,P009,R03,361,0,302
5444,2025-08-31,P009,R04,247,0,194
5445,2025-08-31,P009,R05,332,0,288
5446,2025-08-31,P010,R01,208,0,164
5447,2025-08-31,P010,R02,286,0,246
5448,2025-08-31,P010,R03,275,0,231
5449,2025-08-31,P010,R04,277,0,241
5450,2025-08-31,P010,R05,272,0,231
5451,2025-08-31,P011,R01,250,0,202
5452,2025-08-31,P011,R02,311,0,260
5453,2025-08-31,P011,R03,332,0,286
5454,2025-08-31,P011,R04,273,0,232
5455,2025-08-31,P011,R05,312,0,273
5456,2025-08-31,P012,R01,295,0,214
5457,2025-08-31,P012,R02,168,0,87
5458,2025-08-31,P012,R03,188,0,128
5459,2025-08-31,P012,R04,200,0,119
5460,2025-08-31,P012,R05,299,0,211
5461,2025-08-31,P013,R01,73,313,326
5462,2025-08-31,P013,R02,170,0,114
5463,2025-08-31,P013,R03,146,0,75
5464,2025-08-31,P013,R04,334,0,265
5465,2025-08-31,P013,R05,365,0,311
5466,2025-08-31,P014,R01,128,0,77
5467,2025-08-31,P014,R02,88,253,299
5468,2025-08-31,P014,R03,107,0,64
5469,2025-08-31,P014,R04,151,0,101
5470,2025-08-31,P014,R05,74,221,247
5471,2025-08-31,P015,R01,309,0,208
5472,2025-08-31,P015,R02,415,0,306
5473,2025-08-31,P015,R03,111,423,433
5474,2025-08-31,P015,R04,488,0,400
5475,2025-08-31,P015,R05,94,454,466
5476,2025-08-31,P016,R01,131,441,470
5477,2025-08-31,P016,R02,154,473,535
5478,2025-08-31,P016,R03,468,0,376
5479,2025-08-31,P016,R04,415,0,321
5480,2025-08-31,P016,R05,424,0,334
5481,2025-08-31,P017,R01,139,0,58
5482,2025-08-31,P017,R02,236,0,153
5483,2025-08-31,P017,R03,404,0,326
5484,2025-08-31,P017,R04,108,354,388
5485,2025-08-31,P017,R05,118,348,401
5486,2025-08-31,P018,R01,94,0,56
5487,2025-08-31,P018,R02,136,0,100
5488,2025-08-31,P018,R03,61,186,206
5489,2025-08-31,P018,R04,182,0,143
5490,2025-08-31,P018,R05,132,0,92
5491,2025-09-01,P001,R01,1106,0,972
5492,2025-09-01,P001,R02,563,0,409
5493,2025-09-01,P001,R03,1132,0,1036
5494,2025-09-01,P001,R04,612,0,495
5495,2025-09-01,P001,R05,541,0,407
5496,2025-09-01,P002,R01,429,0,341
5497,2025-09-01,P002,R02,262,0,182
5498,2025-09-01,P002,R03,207,582,714
5499,2025-09-01,P002,R04,299,0,230
5500,2025-09-01,P002,R05,636,0,567
5501,2025-09-01,P003,R01,367,0,312
5502,2025-09-01,P003,R02,318,0,257
5503,2025-09-01,P003,R03,272,0,217
5504,2025-09-01,P003,R04,131,486,552
5505,2025-09-01,P003,R05,525,0,467
5506,2025-09-01,P004,R01,109,366,429
5507,2025-09-01,P004,R02,354,0,304
5508,2025-09-01,P004,R03,252,0,208
5509,2025-09-01,P004,R04,379,0,327
5510,2025-09-01,P004,R05,386,0,341
5511,2025-09-01,P005,R01,268,1252,1377
5512,2025-09-01,P005,R02,882,0,713
5513,2025-09-01,P005,R03,1301,0,1106
5514,2025-09-01,P005,R04,764,0,550
5515,2025-09-01,P005,R05,810,0,630
5516,2025-09-01,P006,R01,139,744,786
5517,2025-09-01,P006,R02,523,0,421
5518,2025-09-01,P006,R03,777,0,685
5519,2025-09-01,P006,R04,132,773,793
5520,2025-09-01,P006,R05,525,0,436
5521,2025-09-01,P007,R01,348,0,309
5522,2025-09-01,P007,R02,209,0,162
5523,2025-09-01,P007,R03,73,343,371
5524,2025-09-01,P007,R04,364,0,326
5525,2025-09-01,P007,R05,297,0,253
5526,2025-09-01,P008,R01,428,0,366
5527,2025-09-01,P008,R02,147,0,112
5528,2025-09-01,P008,R03,304,0,255
5529,2025-09-01,P008,R04,196,0,138
5530,2025-09-01,P008,R05,226,0,174
5531,2025-09-01,P009,R01,255,0,207
5532,2025-09-01,P009,R02,326,0,276
5533,2025-09-01,P009,R03,302,0,257
5534,2025-09-01,P009,R04,194,0,151
5535,2025-09-01,P009,R05,288,0,243
5536,2025-09-01,P010,R01,164,0,127
5537,2025-09-01,P010,R02,246,0,215
5538,2025-09-01,P010,R03,231,0,197
5539,2025-09-01,P010,R04,241,0,207
5540,2025-09-01,P010,R05,231,0,200
5541,2025-09-01,P011,R01,202,0,166
5542,2025-09-01,P011,R02,260,0,226
5543,2025-09-01,P011,R03,286,0,254
5544,2025-09-01,P011,R04,232,0,198
5545,2025-09-01,P011,R05,273,0,241
5546,2025-09-01,P012,R01,214,0,157
5547,2025-09-01,P012,R02,87,376,403
5548,2025-09-01,P012,R03,128,411,492
5549,2025-09-01,P012,R04,119,410,471
5550,2025-09-01,P012,R05,211,0,157
5551,2025-09-01,P013,R01,326,0,290
5552,2025-09-01,P013,R02,114,317,394
5553,2025-09-01,P013,R03,75,289,325
5554,2025-09-01,P013,R04,265,0,230
5555,2025-09-01,P013,R05,311,0,276
5556,2025-09-01,P014,R01,77,262,308
5557,2025-09-01,P014,R02,299,0,270
5558,2025-09-01,P014,R03,64,244,275
5559,2025-09-01,P014,R04,101,0,74
5560,2025-09-01,P014,R05,247,0,217
5561,2025-09-01,P015,R01,208,0,142
5562,2025-09-01,P015,R02,306,0,249
5563,2025-09-01,P015,R03,433,0,387
5564,2025-09-01,P015,R04,400,0,349
5565,2025-09-01,P015,R05,466,0,408
5566,2025-09-01,P016,R01,470,0,408
5567,2025-09-01,P016,R02,535,0,475
5568,2025-09-01,P016,R03,376,0,318
5569,2025-09-01,P016,R04,321,0,265
5570,2025-09-01,P016,R05,334,0,279
5571,2025-09-01,P017,R01,58,359,375
5572,2025-09-01,P017,R02,153,0,109
5573,2025-09-01,P017,R03,326,0,280
5574,2025-09-01,P017,R04,388,0,342
5575,2025-09-01,P017,R05,401,0,354
5576,2025-09-01,P018,R01,56,199,230
5577,2025-09-01,P018,R02,100,0,76
5578,2025-09-01,P018,R03,206,0,183
5579,2025-09-01,P018,R04,143,0,121
5580,2025-09-01,P018,R05,92,0,71
5581,2025-09-02,P001,R01,972,0,853
5582,2025-09-02,P001,R02,409,0,254
5583,2025-09-02,P001,R03,1036,0,914
5584,2025-09-02,P001,R04,495,0,370
5585,2025-09-02,P001,R05,407,0,280
5586,2025-09-02,P002,R01,341,0,273
5587,2025-09-02,P002,R02,182,600,708
5588,2025-09-02,P002,R03,714,0,638
5589,2025-09-02,P002,R04,230,604,761
5590,2025-09-02,P002,R05,567,0,478
5591,2025-09-02,P003,R01,312,0,253
5592,2025-09-02,P003,R02,257,0,193
5593,2025-09-02,P003,R03,217,0,148
5594,2025-09-02,P003,R04,552,0,487
5595,2025-09-02,P003,R05,467,0,412
5596,2025-09-02,P004,R01,429,0,383
5597,2025-09-02,P004,R02,304,0,251
5598,2025-09-02,P004,R03,208,0,152
5599,2025-09-02,P004,R04,327,0,273
5600,2025-09-02,P004,R05,341,0,289
5601,2025-09-02,P005,R01,1377,0,1208
5602,2025-09-02,P005,R02,713,0,503
5603,2025-09-02,P005,R03,1106,0,915
5604,2025-09-02,P005,R04,550,0,298
5605,2025-09-02,P005,R05,630,0,448
5606,2025-09-02,P006,R01,786,0,694
5607,2025-09-02,P006,R02,421,0,315
5608,2025-09-02,P006,R03,685,0,582
5609,2025-09-02,P006,R04,793,0,706
5610,2025-09-02,P006,R05,436,0,346
5611,2025-09-02,P007,R01,309,0,264
5612,2025-09-02,P007,R02,162,0,124
5613,2025-09-02,P007,R03,371,0,329
5614,2025-09-02,P007,R04,326,0,276
5615,2025-09-02,P007,R05,253,0,212
5616,2025-09-02,P008,R01,366,0,299
5617,2025-09-02,P008,R02,112,325,403
5618,2025-09-02,P008,R03,255,0,195
5619,2025-09-02,P008,R04,138,0,82
5620,2025-09-02,P008,R05,174,0,130
5621,2025-09-02,P009,R01,207,0,159
5622,2025-09-02,P009,R02,276,0,227
5623,2025-09-02,P009,R03,257,0,220
5624,2025-09-02,P009,R04,151,0,113
5625,2025-09-02,P009,R05,243,0,200
5626,2025-09-02,P010,R01,127,0,93
5627,2025-09-02,P010,R02,215,0,186
5628,2025-09-02,P010,R03,197,0,167
5629,2025-09-02,P010,R04,207,0,177
5630,2025-09-02,P010,R05,200,0,169
5631,2025-09-02,P011,R01,166,0,130
5632,2025-09-02,P011,R02,226,0,193
5633,2025-09-02,P011,R03,254,0,212
5634,2025-09-02,P011,R04,198,0,163
5635,2025-09-02,P011,R05,241,0,207
5636,2025-09-02,P012,R01,157,0,105
5637,2025-09-02,P012,R02,403,0,348
5638,2025-09-02,P012,R03,492,0,445
5639,2025-09-02,P012,R04,471,0,408
5640,2025-09-02,P012,R05,157,0,101
5641,2025-09-02,P013,R01,290,0,251
5642,2025-09-02,P013,R02,394,0,355
5643,2025-09-02,P013,R03,325,0,281
5644,2025-09-02,P013,R04,230,0,195
5645,2025-09-02,P013,R05,276,0,241
5646,2025-09-02,P014,R01,308,0,278
5647,2025-09-02,P014,R02,270,0,238
5648,2025-09-02,P014,R03,275,0,241
5649,2025-09-02,P014,R04,74,218,260
5650,2025-09-02,P014,R05,217,0,191
5651,2025-09-02,P015,R01,142,472,552
5652,2025-09-02,P015,R02,249,0,175
5653,2025-09-02,P015,R03,387,0,338
5654,2025-09-02,P015,R04,349,0,303
5655,2025-09-02,P015,R05,408,0,354
5656,2025-09-02,P016,R01,408,0,353
5657,2025-09-02,P016,R02,475,0,417
5658,2025-09-02,P016,R03,318,0,270
5659,2025-09-02,P016,R04,265,0,208
5660,2025-09-02,P016,R05,279,0,227
5661,2025-09-02,P017,R01,375,0,335
5662,2025-09-02,P017,R02,109,355,415
5663,2025-09-02,P017,R03,280,0,237
5664,2025-09-02,P017,R04,342,0,294
5665,2025-09-02,P017,R05,354,0,313
5666,2025-09-02,P018,R01,230,0,205
5667,2025-09-02,P018,R02,76,0,54
5668,2025-09-02,P018,R03,183,0,160
5669,2025-09-02,P018,R04,121,0,101
5670,2025-09-02,P018,R05,71,210,259
5671,2025-09-03,P001,R01,853,0,724
5672,2025-09-03,P001,R02,254,907,1009
5673,2025-09-03,P001,R03,914,0,797
5674,2025-09-03,P001,R04,370,0,242
5675,2025-09-03,P001,R05,280,952,1116
5676,2025-09-03,P002,R01,273,0,185
5677,2025-09-03,P002,R02,708,0,621
5678,2025-09-03,P002,R03,638,0,562
5679,2025-09-03,P002,R04,761,0,693
5680,2025-09-03,P002,R05,478,0,407
5681,2025-09-03,P003,R01,253,0,200
5682,2025-09-03,P003,R02,193,0,125
5683,2025-09-03,P003,R03,148,440,517
5684,2025-09-03,P003,R04,487,0,428
5685,2025-09-03,P003,R05,412,0,341
5686,2025-09-03,P004,R01,383,0,339
5687,2025-09-03,P004,R02,251,0,208
5688,2025-09-03,P004,R03,152,0,99
5689,2025-09-03,P004,R04,273,0,221
5690,2025-09-03,P004,R05,289,0,237
5691,2025-09-03,P005,R01,1208,0,1031
5692,2025-09-03,P005,R02,503,0,336
5693,2025-09-03,P005,R03,915,0,733
5694,2025-09-03,P005,R04,298,1321,1376
5695,2025-09-03,P005,R05,448,1227,1498
5696,2025-09-03,P006,R01,694,0,598
5697,2025-09-03,P006,R02,315,0,211
5698,2025-09-03,P006,R03,582,0,482
5699,2025-09-03,P006,R04,706,0,613
5700,2025-09-03,P006,R05,346,0,240
5701,2025-09-03,P007,R01,264,0,215
5702,2025-09-03,P007,R02,124,0,87
5703,2025-09-03,P007,R03,329,0,288
5704,2025-09-03,P007,R04,276,0,232
5705,2025-09-03,P007,R05,212,0,163
5706,2025-09-03,P008,R01,299,0,222
5707,2025-09-03,P008,R02,403,0,365
5708,2025-09-03,P008,R03,195,0,146
5709,2025-09-03,P008,R04,82,380,402
5710,2025-09-03,P008,R05,130,374,453
5711,2025-09-03,P009,R01,159,0,110
5712,2025-09-03,P009,R02,227,0,180
5713,2025-09-03,P009,R03,220,0,178
5714,2025-09-03,P009,R04,113,307,380
5715,2025-09-03,P009,R05,200,0,163
5716,2025-09-03,P010,R01,93,0,62
5717,2025-09-03,P010,R02,186,0,151
5718,2025-09-03,P010,R03,167,0,132
5719,2025-09-03,P010,R04,177,0,148
5720,2025-09-03,P010,R05,169,0,132
5721,2025-09-03,P011,R01,130,0,94
5722,2025-09-03,P011,R02,193,0,160
5723,2025-09-03,P011,R03,212,0,173
5724,2025-09-03,P011,R04,163,0,125
5725,2025-09-03,P011,R05,207,0,166
5726,2025-09-03,P012,R01,105,362,423
5727,2025-09-03,P012,R02,348,0,289
5728,2025-09-03,P012,R03,445,0,399
5729,2025-09-03,P012,R04,408,0,353
5730,2025-09-03,P012,R05,101,418,465
5731,2025-09-03,P013,R01,251,0,206
5732,2025-09-03,P013,R02,355,0,320
5733,2025-09-03,P013,R03,281,0,247
5734,2025-09-03,P013,R04,195,0,157
5735,2025-09-03,P013,R05,241,0,200
5736,2025-09-03,P014,R01,278,0,250
5737,2025-09-03,P014,R02,238,0,213
5738,2025-09-03,P014,R03,241,0,210
5739,2025-09-03,P014,R04,260,0,234
5740,2025-09-03,P014,R05,191,0,163
5741,2025-09-03,P015,R01,552,0,488
5742,2025-09-03,P015,R02,175,0,110
5743,2025-09-03,P015,R03,338,0,276
5744,2025-09-03,P015,R04,303,0,249
5745,2025-09-03,P015,R05,354,0,291
5746,2025-09-03,P016,R01,353,0,297
5747,2025-09-03,P016,R02,417,0,356
5748,2025-09-03,P016,R03,270,0,213
5749,2025-09-03,P016,R04,208,0,153
5750,2025-09-03,P016,R05,227,0,171
5751,2025-09-03,P017,R01,335,0,293
5752,2025-09-03,P017,R02,415,0,373
5753,2025-09-03,P017,R03,237,0,189
5754,2025-09-03,P017,R04,294,0,247
5755,2025-09-03,P017,R05,313,0,266
5756,2025-09-03,P018,R01,205,0,181
5757,2025-09-03,P018,R02,54,189,220
5758,2025-09-03,P018,R03,160,0,139
5759,2025-09-03,P018,R04,101,0,78
5760,2025-09-03,P018,R05,259,0,234
5761,2025-09-04,P001,R01,724,0,593
5762,2025-09-04,P001,R02,1009,0,873
5763,2025-09-04,P001,R03,797,0,704
5764,2025-09-04,P001,R04,242,955,1050
5765,2025-09-04,P001,R05,1116,0,998
5766,2025-09-04,P002,R01,185,643,752
5767,2025-09-04,P002,R02,621,0,539
5768,2025-09-04,P002,R03,562,0,482
5769,2025-09-04,P002,R04,693,0,616
5770,2025-09-04,P002,R05,407,0,333
5771,2025-09-04,P003,R01,200,0,138
5772,2025-09-04,P003,R02,125,474,538
5773,2025-09-04,P003,R03,517,0,447
5774,2025-09-04,P003,R04,428,0,366
5775,2025-09-04,P003,R05,341,0,270
5776,2025-09-04,P004,R01,339,0,285
5777,2025-09-04,P004,R02,208,0,164
5778,2025-09-04,P004,R03,99,416,471
5779,2025-09-04,P004,R04,221,0,177
5780,2025-09-04,P004,R05,237,0,184
5781,2025-09-04,P005,R01,1031,0,856
5782,2025-09-04,P005,R02,336,1206,1371
5783,2025-09-04,P005,R03,733,0,559
5784,2025-09-04,P005,R04,1376,0,1131
5785,2025-09-04,P005,R05,1498,0,1299
5786,2025-09-04,P006,R01,598,0,503
5787,2025-09-04,P006,R02,211,734,833
5788,2025-09-04,P006,R03,482,0,386
5789,2025-09-04,P006,R04,613,0,526
5790,2025-09-04,P006,R05,240,653,792
5791,2025-09-04,P007,R01,215,0,176
5792,2025-09-04,P007,R02,87,351,396
5793,2025-09-04,P007,R03,288,0,247
5794,2025-09-04,P007,R04,232,0,189
5795,2025-09-04,P007,R05,163,0,116
5796,2025-09-04,P008,R01,222,0,156
5797,2025-09-04,P008,R02,365,0,325
5798,2025-09-04,P008,R03,146,0,99
5799,2025-09-04,P008,R04,402,0,336
5800,2025-09-04,P008,R05,453,0,398
5801,2025-09-04,P009,R01,110,340,410
5802,2025-09-04,P009,R02,180,0,137
5803,2025-09-04,P009,R03,178,0,139
5804,2025-09-04,P009,R04,380,0,338
5805,2025-09-04,P009,R05,163,0,115
5806,2025-09-04,P010,R01,62,243,273
5807,2025-09-04,P010,R02,151,0,118
5808,2025-09-04,P010,R03,132,0,96
5809,2025-09-04,P010,R04,148,0,113
5810,2025-09-04,P010,R05,132,0,100
5811,2025-09-04,P011,R01,94,285,338
5812,2025-09-04,P011,R02,160,0,119
5813,2025-09-04,P011,R03,173,0,135
5814,2025-09-04,P011,R04,125,0,87
5815,2025-09-04,P011,R05,166,0,129
5816,2025-09-04,P012,R01,423,0,374
5817,2025-09-04,P012,R02,289,0,228
5818,2025-09-04,P012,R03,399,0,357
5819,2025-09-04,P012,R04,353,0,288
5820,2025-09-04,P012,R05,465,0,413
5821,2025-09-04,P013,R01,206,0,168
5822,2025-09-04,P013,R02,320,0,284
5823,2025-09-04,P013,R03,247,0,209
5824,2025-09-04,P013,R04,157,0,117
5825,2025-09-04,P013,R05,200,0,155
5826,2025-09-04,P014,R01,250,0,217
5827,2025-09-04,P014,R02,213,0,181
5828,2025-09-04,P014,R03,210,0,179
5829,2025-09-04,P014,R04,234,0,201
5830,2025-09-04,P014,R05,163,0,132
5831,2025-09-04,P015,R01,488,0,427
5832,2025-09-04,P015,R02,110,458,497
5833,2025-09-04,P015,R03,276,0,220
5834,2025-09-04,P015,R04,249,0,206
5835,2025-09-04,P015,R05,291,0,236
5836,2025-09-04,P016,R01,297,0,248
5837,2025-09-04,P016,R02,356,0,300
5838,2025-09-04,P016,R03,213,0,157
5839,2025-09-04,P016,R04,153,446,552
5840,2025-09-04,P016,R05,171,0,122
5841,2025-09-04,P017,R01,293,0,249
5842,2025-09-04,P017,R02,373,0,323
5843,2025-09-04,P017,R03,189,0,150
5844,2025-09-04,P017,R04,247,0,197
5845,2025-09-04,P017,R05,266,0,226
5846,2025-09-04,P018,R01,181,0,162
5847,2025-09-04,P018,R02,220,0,195
5848,2025-09-04,P018,R03,139,0,118
5849,2025-09-04,P018,R04,78,0,54
5850,2025-09-04,P018,R05,234,0,209
5851,2025-09-05,P001,R01,593,0,477
5852,2025-09-05,P001,R02,873,0,739
5853,2025-09-05,P001,R03,704,0,585
5854,2025-09-05,P001,R04,1050,0,937
5855,2025-09-05,P001,R05,998,0,881
5856,2025-09-05,P002,R01,752,0,675
5857,2025-09-05,P002,R02,539,0,451
5858,2025-09-05,P002,R03,482,0,407
5859,2025-09-05,P002,R04,616,0,542
5860,2025-09-05,P002,R05,333,0,263
5861,2025-09-05,P003,R01,138,448,531
5862,2025-09-05,P003,R02,538,0,482
5863,2025-09-05,P003,R03,447,0,389
5864,2025-09-05,P003,R04,366,0,311
5865,2025-09-05,P003,R05,270,0,211
5866,2025-09-05,P004,R01,285,0,237
5867,2025-09-05,P004,R02,164,0,119
5868,2025-09-05,P004,R03,471,0,420
5869,2025-09-05,P004,R04,177,0,130
5870,2025-09-05,P004,R05,184,0,142
5871,2025-09-05,P005,R01,856,0,719
5872,2025-09-05,P005,R02,1371,0,1184
5873,2025-09-05,P005,R03,559,0,393
5874,2025-09-05,P005,R04,1131,0,909
5875,2025-09-05,P005,R05,1299,0,1133
5876,2025-09-05,P006,R01,503,0,408
5877,2025-09-05,P006,R02,833,0,725
5878,2025-09-05,P006,R03,386,0,299
5879,2025-09-05,P006,R04,526,0,436
5880,2025-09-05,P006,R05,792,0,686
5881,2025-09-05,P007,R01,176,0,131
5882,2025-09-05,P007,R02,396,0,353
5883,2025-09-05,P007,R03,247,0,200
5884,2025-09-05,P007,R04,189,0,147
5885,2025-09-05,P007,R05,116,291,369
5886,2025-09-05,P008,R01,156,0,84
5887,2025-09-05,P008,R02,325,0,287
5888,2025-09-05,P008,R03,99,353,398
5889,2025-09-05,P008,R04,336,0,282
5890,2025-09-05,P008,R05,398,0,343
5891,2025-09-05,P009,R01,410,0,370
5892,2025-09-05,P009,R02,137,0,87
5893,2025-09-05,P009,R03,139,0,93
5894,2025-09-05,P009,R04,338,0,298
5895,2025-09-05,P009,R05,115,338,409
5896,2025-09-05,P010,R01,273,0,242
5897,2025-09-05,P010,R02,118,0,86
5898,2025-09-05,P010,R03,96,0,68
5899,2025-09-05,P010,R04,113,0,79
5900,2025-09-05,P010,R05,100,0,70
5901,2025-09-05,P011,R01,338,0,295
5902,2025-09-05,P011,R02,119,0,82
5903,2025-09-05,P011,R03,135,0,91
5904,2025-09-05,P011,R04,87,282,328
5905,2025-09-05,P011,R05,129,0,92
5906,2025-09-05,P012,R01,374,0,318
5907,2025-09-05,P012,R02,228,0,174
5908,2025-09-05,P012,R03,357,0,319
5909,2025-09-05,P012,R04,288,0,229
5910,2025-09-05,P012,R05,413,0,359
5911,2025-09-05,P013,R01,168,0,131
